# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
173          	((2.674809e-04 -5.369046e-04 3.361383e-23) (1.061308e-05 6.551925e-07 1.391529e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.289498e-24 5.222330e-23 1.192100e-05) (-2.941534e-25 3.533314e-24 -1.539687e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
174          	((2.675933e-04 -5.298703e-04 3.092456e-23) (1.059051e-05 6.550516e-07 1.379712e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.217044e-24 5.139308e-23 9.472561e-06) (-2.915888e-25 3.502205e-24 -1.548967e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
175          	((2.672914e-04 -5.268932e-04 2.921095e-23) (1.057395e-05 6.555350e-07 1.381183e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.167178e-24 5.082875e-23 8.625621e-06) (-2.917714e-25 3.504010e-24 -1.559614e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
176          	((2.671563e-04 -5.239971e-04 2.779205e-23) (1.056721e-05 6.480721e-07 1.377249e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.124234e-24 5.034569e-23 7.755182e-06) (-2.910443e-25 3.496675e-24 -1.529012e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
177          	((2.668338e-04 -5.231423e-04 2.697053e-23) (1.055254e-05 6.489969e-07 1.377897e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.096613e-24 5.003970e-23 7.633538e-06) (-2.910798e-25 3.495956e-24 -1.540053e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
178          	((2.665070e-04 -5.233276e-04 2.659015e-23) (1.054124e-05 6.491500e-07 1.379025e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.080435e-24 4.986566e-23 7.865134e-06) (-2.912715e-25 3.498599e-24 -1.546189e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
179          	((2.661411e-04 -5.246902e-04 2.671783e-23) (1.053547e-05 6.457694e-07 1.379231e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.076584e-24 4.983548e-23 8.532391e-06) (-2.912710e-25 3.498967e-24 -1.533351e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
180          	((2.656935e-04 -5.270596e-04 2.722606e-23) (1.052567e-05 6.473791e-07 1.379813e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.082705e-24 4.992011e-23 9.560117e-06) (-2.913191e-25 3.498953e-24 -1.544945e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
181          	((2.652244e-04 -5.305471e-04 2.815000e-23) (1.052186e-05 6.456260e-07 1.381405e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.099490e-24 5.012795e-23 1.099262e-05) (-2.916171e-25 3.503282e-24 -1.538358e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
182          	((2.647395e-04 -5.344009e-04 2.930841e-23) (1.051705e-05 6.463375e-07 1.381630e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.122576e-24 5.040803e-23 1.254689e-05) (-2.916050e-25 3.502594e-24 -1.543423e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
183          	((2.642429e-04 -5.387970e-04 3.073183e-23) (1.051313e-05 6.468435e-07 1.383195e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.152788e-24 5.076979e-23 1.428889e-05) (-2.918855e-25 3.506167e-24 -1.546819e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
184          	((2.637831e-04 -5.436031e-04 3.231344e-23) (1.051731e-05 6.419678e-07 1.385923e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.187872e-24 5.118620e-23 1.617030e-05) (-2.924235e-25 3.513276e-24 -1.521682e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
185          	((2.633592e-04 -5.482026e-04 3.406321e-23) (1.051737e-05 6.431495e-07 1.385928e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.227189e-24 5.165170e-23 1.795064e-05) (-2.923817e-25 3.512423e-24 -1.526533e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
186          	((2.629083e-04 -5.527772e-04 3.588000e-23) (1.051259e-05 6.476443e-07 1.388370e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.269035e-24 5.214478e-23 1.970069e-05) (-2.928433e-25 3.517731e-24 -1.548397e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
187          	((2.625300e-04 -5.574148e-04 3.774773e-23) (1.051557e-05 6.457203e-07 1.391759e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.312933e-24 5.266008e-23 2.146296e-05) (-2.935389e-25 3.527093e-24 -1.537284e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
188          	((2.619155e-04 -5.649313e-04 3.968888e-23) (1.051672e-05 6.477995e-07 1.399188e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.362202e-24 5.323043e-23 2.432779e-05) (-2.950557e-25 3.544310e-24 -1.546055e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
189          	((2.616952e-04 -5.673157e-04 4.135578e-23) (1.051283e-05 6.506794e-07 1.391954e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.400104e-24 5.367815e-23 2.523275e-05) (-2.935180e-25 3.525925e-24 -1.558892e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
190          	((2.615376e-04 -5.703076e-04 4.301418e-23) (1.051811e-05 6.463639e-07 1.399826e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.440671e-24 5.415086e-23 2.632655e-05) (-2.951382e-25 3.546796e-24 -1.535449e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
191          	((2.612571e-04 -5.746436e-04 4.450965e-23) (1.051777e-05 6.487882e-07 1.405756e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.480167e-24 5.460495e-23 2.792946e-05) (-2.963525e-25 3.560188e-24 -1.546090e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
192          	((2.611065e-04 -5.765689e-04 4.581762e-23) (1.051386e-05 6.527336e-07 1.401591e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.511981e-24 5.497605e-23 2.863433e-05) (-2.954882e-25 3.549654e-24 -1.564616e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
193          	((2.610051e-04 -5.787956e-04 4.690169e-23) (1.051867e-05 6.483179e-07 1.408487e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.540854e-24 5.530754e-23 2.944366e-05) (-2.969196e-25 3.568226e-24 -1.541001e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
194          	((2.609146e-04 -5.803131e-04 4.770489e-23) (1.051642e-05 6.507044e-07 1.408793e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.563031e-24 5.556063e-23 2.999354e-05) (-2.969796e-25 3.567846e-24 -1.552033e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
195          	((2.606910e-04 -5.822332e-04 4.817772e-23) (1.051266e-05 6.539596e-07 1.412192e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.578688e-24 5.573446e-23 3.072703e-05) (-2.977101e-25 3.576245e-24 -1.567968e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
196          	((2.607078e-04 -5.827660e-04 4.859647e-23) (1.051425e-05 6.513220e-07 1.411154e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.591258e-24 5.587603e-23 3.090783e-05) (-2.975271e-25 3.575116e-24 -1.554349e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
197          	((2.607621e-04 -5.826066e-04 4.849577e-23) (1.051024e-05 6.525413e-07 1.412999e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.593027e-24 5.588772e-23 3.081762e-05) (-2.979406e-25 3.579232e-24 -1.560814e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
198          	((2.607560e-04 -5.813730e-04 4.819352e-23) (1.050408e-05 6.550811e-07 1.411835e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.588475e-24 5.582869e-23 3.037572e-05) (-2.976715e-25 3.575802e-24 -1.574295e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
199          	((2.608992e-04 -5.802778e-04 4.777331e-23) (1.050631e-05 6.497900e-07 1.413131e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.581681e-24 5.574217e-23 2.994742e-05) (-2.980498e-25 3.581461e-24 -1.548447e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
200          	((2.610109e-04 -5.784685e-04 4.699138e-23) (1.050106e-05 6.516621e-07 1.412856e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.566348e-24 5.555551e-23 2.926687e-05) (-2.979936e-25 3.579709e-24 -1.559102e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
201          	((2.610876e-04 -5.763066e-04 4.612376e-23) (1.049282e-05 6.541681e-07 1.411375e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.548114e-24 5.533674e-23 2.846935e-05) (-2.977065e-25 3.575987e-24 -1.573686e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
202          	((2.612170e-04 -5.736731e-04 4.505159e-23) (1.049143e-05 6.507515e-07 1.410522e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.524520e-24 5.505626e-23 2.751505e-05) (-2.975928e-25 3.575588e-24 -1.558324e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
203          	((2.613302e-04 -5.714767e-04 4.407786e-23) (1.048528e-05 6.514012e-07 1.410677e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.503143e-24 5.480201e-23 2.670924e-05) (-2.976145e-25 3.575021e-24 -1.563988e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
204          	((2.614091e-04 -5.686255e-04 4.284889e-23) (1.047725e-05 6.532800e-07 1.407883e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.475063e-24 5.447063e-23 2.568649e-05) (-2.970672e-25 3.568094e-24 -1.576114e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
205          	((2.615685e-04 -5.658014e-04 4.172737e-23) (1.047752e-05 6.472796e-07 1.406629e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.448624e-24 5.416045e-23 2.467087e-05) (-2.968699e-25 3.566997e-24 -1.548059e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
206          	((2.616524e-04 -5.631479e-04 4.056120e-23) (1.047126e-05 6.485685e-07 1.405011e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.420915e-24 5.383584e-23 2.372822e-05) (-2.965296e-25 3.561788e-24 -1.556992e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
207          	((2.617105e-04 -5.605428e-04 3.941599e-23) (1.046237e-05 6.507511e-07 1.404422e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.393619e-24 5.351626e-23 2.279809e-05) (-2.964120e-25 3.560150e-24 -1.571052e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
208          	((2.618012e-04 -5.578174e-04 3.828672e-23) (1.046074e-05 6.470795e-07 1.401814e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.365733e-24 5.319186e-23 2.183988e-05) (-2.959340e-25 3.555375e-24 -1.555053e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
209          	((2.618845e-04 -5.549040e-04 3.728871e-23) (1.045412e-05 6.473703e-07 1.399870e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.340007e-24 5.289485e-23 2.081125e-05) (-2.954911e-25 3.549343e-24 -1.559285e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
210          	((2.618868e-04 -5.535129e-04 3.644686e-23) (1.044650e-05 6.489119e-07 1.401783e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.319615e-24 5.265681e-23 2.033073e-05) (-2.958987e-25 3.553837e-24 -1.570121e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
211          	((2.619217e-04 -5.519878e-04 3.560431e-23) (1.044805e-05 6.430534e-07 1.400020e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.298332e-24 5.241022e-23 1.982050e-05) (-2.955977e-25 3.551488e-24 -1.542557e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
212          	((2.618231e-04 -5.510822e-04 3.486988e-23) (1.044369e-05 6.443761e-07 1.398014e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.279055e-24 5.218836e-23 1.957351e-05) (-2.951526e-25 3.545030e-24 -1.551058e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
213          	((2.617846e-04 -5.499929e-04 3.428830e-23) (1.043503e-05 6.466046e-07 1.398202e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.263843e-24 5.201318e-23 1.921064e-05) (-2.951651e-25 3.545080e-24 -1.565020e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
