# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
164          	((4.272831e-03 -5.845560e-03 1.259017e-21) (4.785340e-05 8.141563e-06 1.804011e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.830610e-23 1.003273e-21 -8.444140e-04) (-3.787153e-24 4.561292e-23 -2.354773e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
165          	((4.293370e-03 -5.574584e-03 1.142995e-21) (4.754012e-05 8.137398e-06 1.791960e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.598210e-23 9.751089e-22 -9.480761e-04) (-3.763484e-24 4.533190e-23 -2.364058e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
166          	((4.315867e-03 -5.240946e-03 1.005203e-21) (4.720258e-05 8.106228e-06 1.780679e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-9.306362e-23 9.401482e-22 -1.074129e-03) (-3.743062e-24 4.509690e-23 -2.363032e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
167          	((4.339589e-03 -4.862272e-03 8.494799e-22) (4.683058e-05 8.058699e-06 1.766915e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.964373e-23 8.994769e-22 -1.215779e-03) (-3.717639e-24 4.477135e-23 -2.356425e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
168          	((4.362277e-03 -4.457333e-03 6.812655e-22) (4.644232e-05 8.011240e-06 1.752287e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.584606e-23 8.545558e-22 -1.365611e-03) (-3.690513e-24 4.446079e-23 -2.351927e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
169          	((4.385264e-03 -4.028391e-03 5.050798e-22) (4.603596e-05 7.956045e-06 1.734071e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.177983e-23 8.066603e-22 -1.523434e-03) (-3.655856e-24 4.403286e-23 -2.345465e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
170          	((4.407556e-03 -3.594548e-03 3.281427e-22) (4.562026e-05 7.896134e-06 1.716779e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.762126e-23 7.578445e-22 -1.682581e-03) (-3.623141e-24 4.361780e-23 -2.338288e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
171          	((4.428592e-03 -3.163942e-03 1.541430e-22) (4.516770e-05 7.835599e-06 1.700257e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.345442e-23 7.091012e-22 -1.839563e-03) (-3.592274e-24 4.326112e-23 -2.331893e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
172          	((4.450270e-03 -2.735218e-03 -6.197054e-24) (4.471491e-05 7.759806e-06 1.682447e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.951650e-23 6.632471e-22 -1.996182e-03) (-3.556844e-24 4.282835e-23 -2.318547e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
173          	((4.457758e-03 -2.421129e-03 -1.590112e-22) (4.437065e-05 7.683078e-06 1.669077e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.575879e-23 6.195012e-22 -2.106055e-03) (-3.532815e-24 4.250411e-23 -2.302264e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
174          	((4.473085e-03 -2.051237e-03 -2.938951e-22) (4.394266e-05 7.622178e-06 1.643882e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.230633e-23 5.795933e-22 -2.239091e-03) (-3.481397e-24 4.191444e-23 -2.294771e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
175          	((4.477756e-03 -1.787022e-03 -4.134524e-22) (4.362864e-05 7.565662e-06 1.633281e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.922533e-23 5.440211e-22 -2.330413e-03) (-3.462104e-24 4.165059e-23 -2.286821e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
176          	((4.477818e-03 -1.576278e-03 -5.092224e-22) (4.334440e-05 7.510216e-06 1.618522e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.666399e-23 5.146355e-22 -2.401156e-03) (-3.431445e-24 4.128949e-23 -2.277371e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
177          	((4.476474e-03 -1.403754e-03 -5.833379e-22) (4.307852e-05 7.457640e-06 1.604092e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.459390e-23 4.910552e-22 -2.458222e-03) (-3.401814e-24 4.091848e-23 -2.267548e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
178          	((4.474282e-03 -1.255763e-03 -6.304502e-22) (4.283823e-05 7.407897e-06 1.591090e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.310973e-23 4.744596e-22 -2.506621e-03) (-3.373285e-24 4.059582e-23 -2.256842e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
179          	((4.460751e-03 -1.235596e-03 -6.515677e-22) (4.272311e-05 7.371501e-06 1.585151e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.227153e-23 4.653701e-22 -2.505252e-03) (-3.360420e-24 4.040962e-23 -2.249007e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
180          	((4.456993e-03 -1.166698e-03 -6.571530e-22) (4.252464e-05 7.364975e-06 1.577199e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.179156e-23 4.605007e-22 -2.526287e-03) (-3.342536e-24 4.022548e-23 -2.255909e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
181          	((4.442187e-03 -1.227254e-03 -6.350539e-22) (4.247866e-05 7.333813e-06 1.580538e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.200641e-23 4.636907e-22 -2.496980e-03) (-3.347428e-24 4.026089e-23 -2.246264e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
182          	((4.426841e-03 -1.315417e-03 -5.950376e-22) (4.239203e-05 7.291149e-06 1.580960e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.266743e-23 4.720631e-22 -2.458599e-03) (-3.345865e-24 4.025743e-23 -2.228837e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
183          	((4.412072e-03 -1.447674e-03 -5.467240e-22) (4.234810e-05 7.280526e-06 1.590796e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.361697e-23 4.836172e-22 -2.405443e-03) (-3.365469e-24 4.047883e-23 -2.225792e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
184          	((4.395406e-03 -1.598089e-03 -4.734008e-22) (4.234798e-05 7.282404e-06 1.595485e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.511392e-23 5.016858e-22 -2.345276e-03) (-3.370144e-24 4.056248e-23 -2.226414e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
185          	((4.378412e-03 -1.778766e-03 -3.954303e-22) (4.237427e-05 7.294546e-06 1.604999e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.679280e-23 5.217305e-22 -2.274673e-03) (-3.388284e-24 4.075845e-23 -2.230448e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
186          	((4.360702e-03 -1.980358e-03 -3.130021e-22) (4.241323e-05 7.306502e-06 1.619160e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.863296e-23 5.435444e-22 -2.196975e-03) (-3.415690e-24 4.111096e-23 -2.232957e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
187          	((4.344021e-03 -2.194353e-03 -2.286769e-22) (4.246396e-05 7.322092e-06 1.632592e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.057395e-23 5.664186e-22 -2.115460e-03) (-3.441691e-24 4.140769e-23 -2.236200e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
188          	((4.327814e-03 -2.414305e-03 -1.450490e-22) (4.252791e-05 7.336620e-06 1.647978e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.255390e-23 5.896288e-22 -2.032561e-03) (-3.471791e-24 4.178212e-23 -2.238142e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
189          	((4.308499e-03 -2.685612e-03 -6.161336e-23) (4.262320e-05 7.358982e-06 1.669291e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.462104e-23 6.136613e-22 -1.930444e-03) (-3.514939e-24 4.228653e-23 -2.243105e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
190          	((4.298891e-03 -2.844978e-03 7.421457e-24) (4.265390e-05 7.386977e-06 1.668041e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.630478e-23 6.332918e-22 -1.871706e-03) (-3.511801e-24 4.227027e-23 -2.250903e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
191          	((4.290038e-03 -3.013684e-03 7.155637e-23) (4.269514e-05 7.409361e-06 1.686105e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.794488e-23 6.522531e-22 -1.810254e-03) (-3.548019e-24 4.268676e-23 -2.256866e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
192          	((4.279137e-03 -3.206786e-03 1.274901e-22) (4.275213e-05 7.427588e-06 1.706011e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.946570e-23 6.696532e-22 -1.739596e-03) (-3.589453e-24 4.319946e-23 -2.260909e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
193          	((4.273370e-03 -3.328840e-03 1.705147e-22) (4.276709e-05 7.448214e-06 1.702451e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.063933e-23 6.830738e-22 -1.695679e-03) (-3.582523e-24 4.310222e-23 -2.266414e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
194          	((4.269630e-03 -3.429082e-03 2.014583e-22) (4.277110e-05 7.463436e-06 1.713204e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.156317e-23 6.934872e-22 -1.660277e-03) (-3.604884e-24 4.337794e-23 -2.270597e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
195          	((4.265340e-03 -3.532693e-03 2.222621e-22) (4.278212e-05 7.482120e-06 1.715755e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.226163e-23 7.012267e-22 -1.623145e-03) (-3.612878e-24 4.345746e-23 -2.277106e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
196          	((4.264762e-03 -3.572548e-03 2.308081e-22) (4.276431e-05 7.510926e-06 1.717767e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.264417e-23 7.053187e-22 -1.609882e-03) (-3.615903e-24 4.350643e-23 -2.289922e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
197          	((4.265879e-03 -3.574436e-03 2.272589e-22) (4.272116e-05 7.522911e-06 1.719392e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.273335e-23 7.059871e-22 -1.610477e-03) (-3.619996e-24 4.354715e-23 -2.294963e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
198          	((4.269473e-03 -3.530724e-03 2.126918e-22) (4.264166e-05 7.517233e-06 1.718741e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.253769e-23 7.033685e-22 -1.627793e-03) (-3.619233e-24 4.354582e-23 -2.292673e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
199          	((4.276463e-03 -3.450699e-03 1.918789e-22) (4.255763e-05 7.527338e-06 1.716593e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.216857e-23 6.987723e-22 -1.659400e-03) (-3.615907e-24 4.349652e-23 -2.299955e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
200          	((4.283521e-03 -3.377461e-03 1.673689e-22) (4.249741e-05 7.517698e-06 1.717140e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.170184e-23 6.930538e-22 -1.688099e-03) (-3.618051e-24 4.352539e-23 -2.297911e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
201          	((4.290920e-03 -3.274097e-03 1.325048e-22) (4.238639e-05 7.501209e-06 1.711504e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.096370e-23 6.842107e-22 -1.727438e-03) (-3.607638e-24 4.339104e-23 -2.293105e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
202          	((4.298293e-03 -3.165762e-03 8.600732e-23) (4.227809e-05 7.492521e-06 1.710497e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.996643e-23 6.722947e-22 -1.768241e-03) (-3.607896e-24 4.339696e-23 -2.293137e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
203          	((4.304583e-03 -3.047986e-03 3.765947e-23) (4.217625e-05 7.481402e-06 1.706346e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.888813e-23 6.595097e-22 -1.811782e-03) (-3.599903e-24 4.329171e-23 -2.292548e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
204          	((4.310668e-03 -2.928024e-03 -1.190973e-23) (4.206836e-05 7.473064e-06 1.702101e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.775619e-23 6.461497e-22 -1.855689e-03) (-3.592125e-24 4.320267e-23 -2.293869e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
205          	((4.316786e-03 -2.799364e-03 -6.282188e-23) (4.195820e-05 7.460678e-06 1.695442e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.656562e-23 6.321609e-22 -1.902720e-03) (-3.579458e-24 4.304139e-23 -2.293539e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
206          	((4.323444e-03 -2.669191e-03 -1.130608e-22) (4.184135e-05 7.443229e-06 1.689836e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.536804e-23 6.181399e-22 -1.950212e-03) (-3.568834e-24 4.291582e-23 -2.290980e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
207          	((4.329095e-03 -2.539561e-03 -1.626158e-22) (4.172968e-05 7.418831e-06 1.682925e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.416404e-23 6.040928e-22 -1.997245e-03) (-3.555553e-24 4.274670e-23 -2.285060e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
208          	((4.333965e-03 -2.419817e-03 -2.085756e-22) (4.161524e-05 7.397825e-06 1.677636e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.302741e-23 5.908742e-22 -2.040353e-03) (-3.545170e-24 4.262800e-23 -2.280847e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
209          	((4.338612e-03 -2.307908e-03 -2.510028e-22) (4.150916e-05 7.381054e-06 1.672503e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.196179e-23 5.785154e-22 -2.080577e-03) (-3.535409e-24 4.250113e-23 -2.278736e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
210          	((4.340318e-03 -2.213455e-03 -2.883051e-22) (4.142264e-05 7.368014e-06 1.665922e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.099176e-23 5.673333e-22 -2.113268e-03) (-3.522044e-24 4.233643e-23 -2.277828e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
211          	((4.343821e-03 -2.122043e-03 -3.200621e-22) (4.131299e-05 7.351686e-06 1.664503e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.015525e-23 5.577115e-22 -2.145990e-03) (-3.519413e-24 4.232363e-23 -2.275762e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
212          	((4.344250e-03 -2.054615e-03 -3.463119e-22) (4.123293e-05 7.332454e-06 1.658784e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.943588e-23 5.494916e-22 -2.168912e-03) (-3.507852e-24 4.215926e-23 -2.271108e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
213          	((4.343436e-03 -2.006104e-03 -3.663997e-22) (4.115835e-05 7.313754e-06 1.657312e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.886303e-23 5.429882e-22 -2.184734e-03) (-3.504665e-24 4.213500e-23 -2.266368e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
214          	((4.340183e-03 -1.979343e-03 -3.783764e-22) (4.110144e-05 7.303244e-06 1.653349e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.846342e-23 5.385563e-22 -2.191607e-03) (-3.495985e-24 4.202356e-23 -2.264871e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
215          	((4.336637e-03 -1.966903e-03 -3.862579e-22) (4.106788e-05 7.304970e-06 1.651207e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.818016e-23 5.354463e-22 -2.193829e-03) (-3.491682e-24 4.195769e-23 -2.269081e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
216          	((4.334912e-03 -1.945862e-03 -3.889555e-22) (4.099642e-05 7.296241e-06 1.650302e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.801194e-23 5.337014e-22 -2.200043e-03) (-3.488889e-24 4.193288e-23 -2.267861e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
217          	((4.330811e-03 -1.964973e-03 -3.855501e-22) (4.095987e-05 7.275992e-06 1.652135e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.801940e-23 5.339482e-22 -2.191216e-03) (-3.493121e-24 4.197782e-23 -2.260001e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
218          	((4.326282e-03 -1.990915e-03 -3.772708e-22) (4.093246e-05 7.270488e-06 1.652158e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.814460e-23 5.355701e-22 -2.180011e-03) (-3.492442e-24 4.196856e-23 -2.259034e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
219          	((4.321723e-03 -2.027673e-03 -3.643701e-22) (4.090048e-05 7.270760e-06 1.653006e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.838774e-23 5.385559e-22 -2.164913e-03) (-3.493524e-24 4.198520e-23 -2.260536e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
220          	((4.316499e-03 -2.076685e-03 -3.469110e-22) (4.088470e-05 7.259530e-06 1.655541e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.875128e-23 5.429260e-22 -2.145483e-03) (-3.498381e-24 4.204757e-23 -2.255598e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
221          	((4.310989e-03 -2.132235e-03 -3.264747e-22) (4.087223e-05 7.262552e-06 1.657212e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.919544e-23 5.482191e-22 -2.123768e-03) (-3.501140e-24 4.207584e-23 -2.257348e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
222          	((4.305753e-03 -2.193963e-03 -3.032456e-22) (4.085375e-05 7.269055e-06 1.659965e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.971720e-23 5.543969e-22 -2.099968e-03) (-3.506002e-24 4.213679e-23 -2.260646e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
223          	((4.300763e-03 -2.251555e-03 -2.765727e-22) (4.084743e-05 7.270749e-06 1.661428e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.031285e-23 5.614575e-22 -2.077773e-03) (-3.508152e-24 4.216807e-23 -2.260907e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
224          	((4.295927e-03 -2.310506e-03 -2.513831e-22) (4.084772e-05 7.275937e-06 1.664500e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.089624e-23 5.683246e-22 -2.055400e-03) (-3.514374e-24 4.223567e-23 -2.262795e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
225          	((4.292015e-03 -2.368032e-03 -2.273795e-22) (4.083388e-05 7.283177e-06 1.668041e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.146585e-23 5.749991e-22 -2.033747e-03) (-3.521176e-24 4.231968e-23 -2.265796e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
226          	((4.288067e-03 -2.424895e-03 -2.044514e-22) (4.082772e-05 7.274344e-06 1.672650e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.202548e-23 5.815228e-22 -2.012577e-03) (-3.530561e-24 4.243681e-23 -2.260530e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
227          	((4.284709e-03 -2.477792e-03 -1.835988e-22) (4.082033e-05 7.283727e-06 1.675671e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.254596e-23 5.875660e-22 -1.992981e-03) (-3.536582e-24 4.250247e-23 -2.264404e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
228          	((4.281958e-03 -2.528389e-03 -1.660520e-22) (4.080791e-05 7.294519e-06 1.680216e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.300823e-23 5.928829e-22 -1.974516e-03) (-3.545837e-24 4.261679e-23 -2.269324e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
229          	((4.279867e-03 -2.568544e-03 -1.498057e-22) (4.079831e-05 7.296180e-06 1.682166e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.343048e-23 5.977509e-22 -1.959801e-03) (-3.549681e-24 4.266568e-23 -2.269456e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
230          	((4.278090e-03 -2.601852e-03 -1.383071e-22) (4.078349e-05 7.298048e-06 1.685393e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.375755e-23 6.014657e-22 -1.947926e-03) (-3.556620e-24 4.274377e-23 -2.270031e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
231          	((4.277141e-03 -2.628040e-03 -1.295759e-22) (4.075638e-05 7.306104e-06 1.686867e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.401486e-23 6.043719e-22 -1.938489e-03) (-3.559524e-24 4.277938e-23 -2.273998e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
232          	((4.276708e-03 -2.641016e-03 -1.251321e-22) (4.073708e-05 7.303985e-06 1.689103e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.417339e-23 6.061142e-22 -1.934123e-03) (-3.564464e-24 4.284338e-23 -2.272991e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
233          	((4.276838e-03 -2.646196e-03 -1.239114e-22) (4.071369e-05 7.307683e-06 1.689746e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.425235e-23 6.069308e-22 -1.932539e-03) (-3.566011e-24 4.285416e-23 -2.275192e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
234          	((4.277820e-03 -2.635874e-03 -1.254767e-22) (4.067433e-05 7.310903e-06 1.689264e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.425165e-23 6.068435e-22 -1.936688e-03) (-3.564771e-24 4.284334e-23 -2.277615e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
235          	((4.279749e-03 -2.610904e-03 -1.332284e-22) (4.063491e-05 7.306502e-06 1.689554e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.410823e-23 6.050748e-22 -1.946319e-03) (-3.566225e-24 4.286384e-23 -2.276456e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
236          	((4.280752e-03 -2.601381e-03 -1.405636e-22) (4.061277e-05 7.302856e-06 1.691630e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.398245e-23 6.034961e-22 -1.950238e-03) (-3.571006e-24 4.291274e-23 -2.275954e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
237          	((4.282840e-03 -2.569001e-03 -1.541917e-22) (4.055787e-05 7.306206e-06 1.689393e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.369299e-23 6.000307e-22 -1.962203e-03) (-3.566338e-24 4.285852e-23 -2.279215e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
238          	((4.284449e-03 -2.544275e-03 -1.655323e-22) (4.052705e-05 7.295616e-06 1.689835e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.345337e-23 5.971589e-22 -1.971590e-03) (-3.567891e-24 4.288191e-23 -2.275654e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
239          	((4.286359e-03 -2.503883e-03 -1.830517e-22) (4.048370e-05 7.293077e-06 1.686953e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.306041e-23 5.925048e-22 -1.986440e-03) (-3.562461e-24 4.280981e-23 -2.276202e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
