# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
87           	((2.942217e-03 -5.319613e-03 1.663808e-21) (5.677165e-05 6.863688e-06 9.577662e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.083680e-23 8.573857e-22 -1.634453e-05) (-2.006915e-24 2.418273e-23 -1.473296e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
88           	((2.943968e-03 -5.128462e-03 1.599132e-21) (5.606982e-05 6.797782e-06 9.889595e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.952238e-23 8.415052e-22 -7.861162e-05) (-2.077577e-24 2.499611e-23 -1.471729e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
89           	((2.931787e-03 -4.831275e-03 1.500806e-21) (5.536650e-05 6.740520e-06 9.347889e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.707683e-23 8.130930e-22 -1.679221e-04) (-1.958105e-24 2.358399e-23 -1.469936e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
90           	((2.923191e-03 -4.563224e-03 1.409748e-21) (5.463547e-05 6.655848e-06 9.561642e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.492933e-23 7.879006e-22 -2.500705e-04) (-1.998053e-24 2.406308e-23 -1.461338e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
91           	((2.917431e-03 -4.286061e-03 1.304024e-21) (5.396699e-05 6.545563e-06 9.521674e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.243247e-23 7.586174e-22 -3.369455e-04) (-1.989373e-24 2.395248e-23 -1.441859e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
92           	((2.913389e-03 -4.019050e-03 1.180602e-21) (5.329080e-05 6.419631e-06 9.494510e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.951251e-23 7.243831e-22 -4.212161e-04) (-1.983348e-24 2.389434e-23 -1.415481e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
93           	((2.909134e-03 -3.755234e-03 1.041034e-21) (5.261784e-05 6.289215e-06 9.411467e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.616903e-23 6.852740e-22 -5.042833e-04) (-1.966335e-24 2.367737e-23 -1.388173e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
94           	((2.902646e-03 -3.503909e-03 8.797658e-22) (5.197257e-05 6.155273e-06 9.403048e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.229531e-23 6.399850e-22 -5.823545e-04) (-1.965132e-24 2.365721e-23 -1.360795e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
95           	((2.893382e-03 -3.271183e-03 6.992521e-22) (5.136366e-05 6.012759e-06 9.405438e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.794572e-23 5.891615e-22 -6.532505e-04) (-1.968656e-24 2.370926e-23 -1.330539e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
96           	((2.881506e-03 -3.060992e-03 5.018250e-22) (5.075473e-05 5.857421e-06 9.476648e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.317463e-23 5.334429e-22 -7.157911e-04) (-1.986721e-24 2.390853e-23 -1.295274e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
97           	((2.867304e-03 -2.874898e-03 2.910644e-22) (5.013553e-05 5.699382e-06 9.516908e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.806226e-23 4.737791e-22 -7.697298e-04) (-2.000686e-24 2.406361e-23 -1.259359e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
98           	((2.854928e-03 -2.667059e-03 8.438732e-23) (4.939829e-05 5.552238e-06 9.452163e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.292128e-23 4.140529e-22 -8.325203e-04) (-1.991925e-24 2.396612e-23 -1.230289e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
99           	((2.846848e-03 -2.405485e-03 -1.355351e-22) (4.860668e-05 5.405091e-06 9.348106e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.738488e-23 3.498694e-22 -9.174033e-04) (-1.979976e-24 2.379718e-23 -1.203149e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
100          	((2.832256e-03 -2.260035e-03 -3.440291e-22) (4.794072e-05 5.257714e-06 9.439823e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.218305e-23 2.894687e-22 -9.600275e-04) (-2.009607e-24 2.413642e-23 -1.173864e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
101          	((2.810933e-03 -2.209865e-03 -5.301817e-22) (4.737973e-05 5.116297e-06 9.408480e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.750050e-23 2.351763e-22 -9.672894e-04) (-2.011983e-24 2.412814e-23 -1.143140e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
102          	((2.779176e-03 -2.274107e-03 -6.779585e-22) (4.693057e-05 4.986975e-06 9.169873e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.368587e-23 1.911467e-22 -9.306207e-04) (-1.969390e-24 2.360720e-23 -1.112623e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
103          	((2.749514e-03 -2.348269e-03 -7.893277e-22) (4.650620e-05 4.874323e-06 8.898443e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.067612e-23 1.566767e-22 -8.923157e-04) (-1.916572e-24 2.295712e-23 -1.085306e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
104          	((2.721920e-03 -2.442777e-03 -8.517280e-22) (4.615496e-05 4.784851e-06 8.460389e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.876983e-23 1.352638e-22 -8.488341e-04) (-1.825885e-24 2.188413e-23 -1.063789e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
105          	((2.696319e-03 -2.570036e-03 -8.583239e-22) (4.588095e-05 4.724864e-06 8.101037e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.814553e-23 1.289647e-22 -7.956613e-04) (-1.746696e-24 2.094427e-23 -1.051064e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
106          	((2.671114e-03 -2.752614e-03 -8.056390e-22) (4.565794e-05 4.687929e-06 7.760878e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.891511e-23 1.390263e-22 -7.241448e-04) (-1.668260e-24 2.001302e-23 -1.043909e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
107          	((2.629606e-03 -3.176290e-03 -6.824083e-22) (4.562615e-05 4.667928e-06 7.758632e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.149787e-23 1.700319e-22 -5.622100e-04) (-1.657742e-24 1.991038e-23 -1.037063e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
108          	((2.599333e-03 -3.496131e-03 -5.385936e-22) (4.558510e-05 4.681343e-06 7.578785e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.450393e-23 2.061391e-22 -4.411880e-04) (-1.614920e-24 1.941405e-23 -1.039604e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
109          	((2.566652e-03 -3.898814e-03 -3.413511e-22) (4.558272e-05 4.705538e-06 7.766229e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.884366e-23 2.577308e-22 -2.911296e-04) (-1.642867e-24 1.976854e-23 -1.044634e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
110          	((2.537745e-03 -4.272313e-03 -8.200192e-23) (4.558872e-05 4.758025e-06 7.933367e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.454090e-23 3.254818e-22 -1.535737e-04) (-1.663438e-24 2.005460e-23 -1.059128e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
111          	((2.511943e-03 -4.680813e-03 1.786417e-22) (4.569323e-05 4.825252e-06 8.322821e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.047409e-23 3.955517e-22 -6.276911e-06) (-1.742622e-24 2.100466e-23 -1.076130e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
112          	((2.485651e-03 -5.126344e-03 4.387380e-22) (4.583854e-05 4.902294e-06 8.914174e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.653570e-23 4.668194e-22 1.541115e-04) (-1.862885e-24 2.246079e-23 -1.095065e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
113          	((2.460487e-03 -5.585215e-03 6.905072e-22) (4.598881e-05 4.991145e-06 9.365570e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.255046e-23 5.372105e-22 3.184567e-04) (-1.955367e-24 2.356511e-23 -1.118624e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
114          	((2.438444e-03 -6.023289e-03 9.243988e-22) (4.610266e-05 5.077752e-06 1.005391e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.827407e-23 6.039011e-22 4.740944e-04) (-2.097432e-24 2.527835e-23 -1.141397e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
115          	((2.420546e-03 -6.414325e-03 1.133281e-21) (4.618199e-05 5.168150e-06 1.052440e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.351356e-23 6.646813e-22 6.114134e-04) (-2.196104e-24 2.647075e-23 -1.166881e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
116          	((2.407565e-03 -6.739461e-03 1.311948e-21) (4.623557e-05 5.256910e-06 1.071441e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.811887e-23 7.178505e-22 7.237198e-04) (-2.237651e-24 2.695811e-23 -1.193490e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
117          	((2.401280e-03 -6.981692e-03 1.458749e-21) (4.622249e-05 5.334725e-06 1.099998e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.202335e-23 7.626875e-22 8.045883e-04) (-2.297676e-24 2.768556e-23 -1.217607e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
118          	((2.400025e-03 -7.132441e-03 1.572886e-21) (4.613502e-05 5.407623e-06 1.091307e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.517028e-23 7.986096e-22 8.518110e-04) (-2.283021e-24 2.750111e-23 -1.242938e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
119          	((2.404294e-03 -7.180752e-03 1.654880e-21) (4.598932e-05 5.468656e-06 1.095441e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.754184e-23 8.254736e-22 8.615952e-04) (-2.292102e-24 2.762098e-23 -1.265826e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
120          	((2.413762e-03 -7.148385e-03 1.701453e-21) (4.577982e-05 5.518699e-06 1.110243e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.910607e-23 8.428056e-22 8.414005e-04) (-2.324510e-24 2.800852e-23 -1.287350e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
121          	((2.425924e-03 -7.065194e-03 1.727625e-21) (4.553833e-05 5.558051e-06 1.086240e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.013933e-23 8.540175e-22 8.035087e-04) (-2.276621e-24 2.742235e-23 -1.306622e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
122          	((2.449018e-03 -6.802219e-03 1.718616e-21) (4.512656e-05 5.586994e-06 1.089997e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-8.026452e-23 8.547482e-22 6.985983e-04) (-2.282126e-24 2.751525e-23 -1.326386e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
123          	((2.474492e-03 -6.494207e-03 1.690472e-21) (4.469616e-05 5.606249e-06 1.062632e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.990867e-23 8.499008e-22 5.776893e-04) (-2.227567e-24 2.684729e-23 -1.344581e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
124          	((2.500058e-03 -6.158993e-03 1.647625e-21) (4.428176e-05 5.606852e-06 1.064499e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.915589e-23 8.405065e-22 4.483826e-04) (-2.230879e-24 2.690050e-23 -1.355437e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
125          	((2.524852e-03 -5.787034e-03 1.586534e-21) (4.385045e-05 5.606533e-06 1.038507e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.792648e-23 8.256223e-22 3.075468e-04) (-2.177226e-24 2.624660e-23 -1.367378e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
126          	((2.550229e-03 -5.381585e-03 1.509485e-21) (4.339743e-05 5.600648e-06 1.031569e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.628345e-23 8.059673e-22 1.555695e-04) (-2.162316e-24 2.608359e-23 -1.378597e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
127          	((2.575567e-03 -4.949932e-03 1.420886e-21) (4.291354e-05 5.587772e-06 1.017075e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.431739e-23 7.826335e-22 -4.813790e-06) (-2.132736e-24 2.570612e-23 -1.388798e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
128          	((2.599443e-03 -4.514194e-03 1.324923e-21) (4.239995e-05 5.545496e-06 1.009334e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.212722e-23 7.567808e-22 -1.652065e-04) (-2.116886e-24 2.554060e-23 -1.386514e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
129          	((2.623082e-03 -4.055781e-03 1.214548e-21) (4.187010e-05 5.506446e-06 1.002258e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.956923e-23 7.266744e-22 -3.329748e-04) (-2.101298e-24 2.534070e-23 -1.387874e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
130          	((2.640453e-03 -3.664276e-03 1.104757e-21) (4.138842e-05 5.461556e-06 1.001928e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.700620e-23 6.965498e-22 -4.739631e-04) (-2.102199e-24 2.533766e-23 -1.387526e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
131          	((2.659309e-03 -3.219940e-03 9.777008e-22) (4.086057e-05 5.408244e-06 9.869346e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.397313e-23 6.610486e-22 -6.335842e-04) (-2.070349e-24 2.498978e-23 -1.384527e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
132          	((2.674052e-03 -2.825481e-03 8.478030e-22) (4.035359e-05 5.346666e-06 9.910614e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.087436e-23 6.247738e-22 -7.739214e-04) (-2.079261e-24 2.507356e-23 -1.378962e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
133          	((2.682536e-03 -2.481965e-03 7.153685e-22) (3.989190e-05 5.279606e-06 9.879813e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.769272e-23 5.875772e-22 -8.934269e-04) (-2.073336e-24 2.499791e-23 -1.371069e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
134          	((2.715526e-03 -1.877277e-03 5.523718e-22) (3.921447e-05 5.203912e-06 9.539780e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.362291e-23 5.403273e-22 -1.115609e-03) (-2.005244e-24 2.422715e-23 -1.363463e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
135          	((2.713448e-03 -1.684419e-03 4.141032e-22) (3.887990e-05 5.112214e-06 1.008387e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.035842e-23 5.020392e-22 -1.177906e-03) (-2.119288e-24 2.554117e-23 -1.345035e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
136          	((2.710189e-03 -1.449318e-03 2.627546e-22) (3.846794e-05 5.033317e-06 9.921432e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.667655e-23 4.590927e-22 -1.254211e-03) (-2.089330e-24 2.517447e-23 -1.331798e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
137          	((2.706906e-03 -1.194952e-03 1.041509e-22) (3.803296e-05 4.945045e-06 9.863486e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.275984e-23 4.135306e-22 -1.337317e-03) (-2.080548e-24 2.508539e-23 -1.314313e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
138          	((2.711577e-03 -8.160371e-04 -4.369827e-23) (3.751481e-05 4.861980e-06 9.493166e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.886356e-23 3.687179e-22 -1.467709e-03) (-2.005934e-24 2.417660e-23 -1.300905e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
139          	((2.717331e-03 -5.502416e-04 -1.915678e-22) (3.705229e-05 4.774881e-06 9.752970e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.516610e-23 3.258020e-22 -1.560378e-03) (-2.064562e-24 2.487031e-23 -1.286920e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
140          	((2.715273e-03 -3.709255e-04 -3.301758e-22) (3.665284e-05 4.686190e-06 9.820513e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.168939e-23 2.854706e-22 -1.619233e-03) (-2.083053e-24 2.509258e-23 -1.268954e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
141          	((2.706301e-03 -2.601386e-04 -4.548001e-22) (3.629178e-05 4.612201e-06 9.606948e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.853017e-23 2.488905e-22 -1.651247e-03) (-2.042845e-24 2.457465e-23 -1.255891e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
142          	((2.689485e-03 -2.268596e-04 -5.605808e-22) (3.599154e-05 4.544220e-06 9.580671e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.580444e-23 2.174197e-22 -1.652787e-03) (-2.040650e-24 2.454544e-23 -1.242364e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
143          	((2.670132e-03 -2.140235e-04 -6.423713e-22) (3.571310e-05 4.487910e-06 9.235582e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.358056e-23 1.919758e-22 -1.646210e-03) (-1.971653e-24 2.370964e-23 -1.231347e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
144          	((2.655475e-03 -2.088574e-04 -7.053434e-22) (3.543555e-05 4.440270e-06 9.163693e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.184655e-23 1.721780e-22 -1.640010e-03) (-1.957073e-24 2.352674e-23 -1.222869e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
145          	((2.638948e-03 -2.521188e-04 -7.359661e-22) (3.521405e-05 4.413356e-06 8.985609e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.087004e-23 1.612783e-22 -1.616436e-03) (-1.918385e-24 2.306527e-23 -1.221819e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
146          	((2.621648e-03 -3.540805e-04 -7.234683e-22) (3.504657e-05 4.378682e-06 8.787353e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.088466e-23 1.620620e-22 -1.572157e-03) (-1.874467e-24 2.255510e-23 -1.213490e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
147          	((2.602148e-03 -4.718465e-04 -6.660233e-22) (3.490623e-05 4.364377e-06 8.539413e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.185340e-23 1.742701e-22 -1.521491e-03) (-1.817149e-24 2.185982e-23 -1.210919e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
148          	((2.580753e-03 -6.367948e-04 -5.853509e-22) (3.482481e-05 4.372059e-06 8.439242e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.341956e-23 1.933782e-22 -1.453963e-03) (-1.793679e-24 2.158232e-23 -1.215766e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
149          	((2.558674e-03 -8.389002e-04 -4.794165e-22) (3.480501e-05 4.375322e-06 8.451651e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.561206e-23 2.197670e-22 -1.373346e-03) (-1.791803e-24 2.157938e-23 -1.215198e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
150          	((2.535791e-03 -1.078074e-03 -3.518400e-22) (3.480809e-05 4.397615e-06 8.556873e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.836303e-23 2.526023e-22 -1.279937e-03) (-1.809117e-24 2.178227e-23 -1.222125e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
151          	((2.512729e-03 -1.353298e-03 -2.083351e-22) (3.484452e-05 4.426197e-06 8.789050e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.155606e-23 2.904782e-22 -1.174347e-03) (-1.853084e-24 2.231741e-23 -1.229923e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
152          	((2.490710e-03 -1.646515e-03 -5.751260e-23) (3.491659e-05 4.454029e-06 9.004937e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.498825e-23 3.310142e-22 -1.063178e-03) (-1.893791e-24 2.281958e-23 -1.235377e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
153          	((2.464158e-03 -2.018488e-03 9.658368e-23) (3.504248e-05 4.489962e-06 9.388336e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.863983e-23 3.738132e-22 -9.229988e-04) (-1.970397e-24 2.374427e-23 -1.243340e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
154          	((2.444443e-03 -2.315763e-03 2.344510e-22) (3.513101e-05 4.540990e-06 9.589227e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.192366e-23 4.122652e-22 -8.120460e-04) (-2.011246e-24 2.422689e-23 -1.257971e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
155          	((2.428707e-03 -2.585436e-03 3.677538e-22) (3.520723e-05 4.575595e-06 9.792810e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.513742e-23 4.498132e-22 -7.126253e-04) (-2.050910e-24 2.471419e-23 -1.265109e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
156          	((2.415655e-03 -2.833151e-03 4.662381e-22) (3.528792e-05 4.615435e-06 1.011086e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.766724e-23 4.790379e-22 -6.222478e-04) (-2.117808e-24 2.551185e-23 -1.275586e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
157          	((2.405667e-03 -3.045985e-03 5.464296e-22) (3.534363e-05 4.655524e-06 1.032058e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.981108e-23 5.036354e-22 -5.455017e-04) (-2.161556e-24 2.603833e-23 -1.287924e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
158          	((2.398575e-03 -3.219431e-03 6.081542e-22) (3.537943e-05 4.675710e-06 1.042937e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.154218e-23 5.233411e-22 -4.835404e-04) (-2.184539e-24 2.632474e-23 -1.291747e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
159          	((2.393885e-03 -3.346534e-03 6.496930e-22) (3.536609e-05 4.701986e-06 1.050804e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.280350e-23 5.375222e-22 -4.386937e-04) (-2.201824e-24 2.651523e-23 -1.300810e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
160          	((2.393803e-03 -3.402882e-03 6.731449e-22) (3.530174e-05 4.727758e-06 1.050699e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.359850e-23 5.463196e-22 -4.202273e-04) (-2.202168e-24 2.652491e-23 -1.311808e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
161          	((2.396528e-03 -3.406108e-03 6.720197e-22) (3.522653e-05 4.729322e-06 1.053629e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.382424e-23 5.484164e-22 -4.211928e-04) (-2.209502e-24 2.662503e-23 -1.312509e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
162          	((2.398408e-03 -3.382178e-03 6.498457e-22) (3.513473e-05 4.735823e-06 1.054895e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.356273e-23 5.447772e-22 -4.312032e-04) (-2.213952e-24 2.665572e-23 -1.317673e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
163          	((2.405178e-03 -3.322424e-03 6.208151e-22) (3.500476e-05 4.739283e-06 1.052772e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.309508e-23 5.388168e-22 -4.556096e-04) (-2.210732e-24 2.662216e-23 -1.323717e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
164          	((2.414423e-03 -3.217040e-03 5.682401e-22) (3.485184e-05 4.722966e-06 1.048971e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.207529e-23 5.263725e-22 -4.966507e-04) (-2.205519e-24 2.656953e-23 -1.321137e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
165          	((2.423894e-03 -3.078957e-03 5.062148e-22) (3.466691e-05 4.712880e-06 1.042011e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.078315e-23 5.108413e-22 -5.489664e-04) (-2.192021e-24 2.638613e-23 -1.323384e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
166          	((2.433373e-03 -2.922485e-03 4.371115e-22) (3.447342e-05 4.700207e-06 1.035827e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.928616e-23 4.929899e-22 -6.074934e-04) (-2.180696e-24 2.625410e-23 -1.325816e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
167          	((2.442398e-03 -2.754859e-03 3.624640e-22) (3.428610e-05 4.668379e-06 1.028764e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.761898e-23 4.732282e-22 -6.692652e-04) (-2.167463e-24 2.610714e-23 -1.319248e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
168          	((2.452154e-03 -2.572771e-03 2.817936e-22) (3.406320e-05 4.644226e-06 1.024549e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.579297e-23 4.516399e-22 -7.364701e-04) (-2.160123e-24 2.599750e-23 -1.318247e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
169          	((2.461698e-03 -2.379585e-03 2.051159e-22) (3.382798e-05 4.621182e-06 1.007028e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.398226e-23 4.304035e-22 -8.071546e-04) (-2.125776e-24 2.558551e-23 -1.318054e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
170          	((2.472389e-03 -2.185000e-03 1.284179e-22) (3.359509e-05 4.580386e-06 1.000836e-22) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.215587e-23 4.090163e-22 -8.787316e-04) (-2.114312e-24 2.545930e-23 -1.309618e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
171          	((2.481147e-03 -1.995421e-03 5.710785e-23) (3.336218e-05 4.552159e-06 9.878581e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.040698e-23 3.886467e-22 -9.475829e-04) (-2.088248e-24 2.512362e-23 -1.307574e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
172          	((2.486181e-03 -1.839114e-03 -8.521671e-24) (3.315751e-05 4.524284e-06 9.819463e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.878019e-23 3.697353e-22 -1.003076e-03) (-2.076974e-24 2.499051e-23 -1.305221e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
